,ACTIVITY,TS,CUSTOMER,ACTIVITY_REPEATED_AT,COUNT_IN_BETWEEN_GS_DEPLOYMENT_ACTIVITY,DEPS
856,TextComment_CC,2023-05-15,3167,2023-06-02,1,596
857,TextComment_CC,2023-05-15,7396,2023-06-30,1,3226
858,TextComment_CC,2023-05-16,1729,2023-05-22,1,5147
859,TextComment_CC,2023-05-16,6715,2023-06-07,1,3799
860,TextComment_CC,2023-05-16,7402,2023-06-12,2,4956
861,TextComment_CC,2023-05-16,3514,2023-06-15,1,1282
862,TextComment_CC,2023-05-17,3803,2023-05-23,3,6918
863,TextComment_CC,2023-05-18,7450,2023-06-12,1,2255
864,TextComment_CC,2023-05-19,3442,2023-06-20,1,1880
865,TextComment_CC,2023-05-22,1729,2023-05-24,1,5190
866,TextComment_CC,2023-05-24,123010,2023-05-25,1,5653
867,TextComment_CC,2023-05-24,3884,2023-06-07,2,2941
868,TextComment_CC,2023-05-24,8597,2023-06-15,13,12732
869,TextComment_CC,2023-05-25,3803,2023-05-26,1,6931
870,TextComment_CC,2023-05-25,1866,2023-05-30,1,6632
871,TextComment_CC,2023-05-25,123010,2023-06-01,3,5734
872,TextComment_CC,2023-05-30,1866,2023-06-01,1,6635
873,TextComment_CC,2023-05-30,3803,2023-06-01,1,6948
874,TextComment_CC,2023-05-30,6737,2023-06-08,5,12861
875,TextComment_CC,2023-05-30,3515,2023-06-08,1,2489
876,TextComment_CC,2023-05-30,8721,2023-07-07,6,5216
877,TextComment_CC,2023-05-31,3427,2023-06-09,1,2464
878,TextComment_CC,2023-05-31,6952,2023-06-20,16,12145
879,TextComment_CC,2023-06-01,123010,2023-06-05,1,5770
880,TextComment_CC,2023-06-01,1866,2023-06-05,1,6644
881,TextComment_CC,2023-06-01,1729,2023-06-06,1,5240
882,TextComment_CC,2023-06-01,2478,2023-06-28,10,7675
883,TextComment_CC,2023-06-02,3167,2023-06-19,1,684
884,TextComment_CC,2023-06-02,8362,2023-06-28,2,3020
885,TextComment_CC,2023-06-05,1025,2023-06-08,1,4315
886,TextComment_CC,2023-06-06,3803,2023-06-09,2,7023
887,TextComment_CC,2023-06-06,1866,2023-06-15,4,6692
888,TextComment_CC,2023-06-07,123010,2023-06-15,2,5830
889,TextComment_CC,2023-06-08,8758,2023-06-09,1,2309
890,TextComment_CC,2023-06-08,6737,2023-06-09,1,12885
891,TextComment_CC,2023-06-08,1025,2023-06-12,1,4327
892,TextComment_CC,2023-06-09,3427,2023-06-21,1,2479
893,TextComment_CC,2023-06-12,3479,2023-06-19,5,15364
894,TextComment_CC,2023-06-12,1025,2023-06-19,4,4368
895,TextComment_CC,2023-06-12,2329,2023-07-13,1,1459
896,TextComment_CC,2023-06-13,3471,2023-06-23,1,2182
897,TextComment_CC,2023-06-13,8151,2023-07-07,1,1291
898,TextComment_CC,2023-06-15,6315,2023-06-16,1,7719
899,TextComment_CC,2023-06-15,3803,2023-06-20,1,7087
900,TextComment_CC,2023-06-15,123010,2023-06-20,1,5931
901,TextComment_CC,2023-06-15,1866,2023-06-21,2,6706
902,TextComment_CC,2023-06-15,8597,2023-07-05,8,12879
903,TextComment_CC,2023-06-19,1025,2023-06-20,1,4379
904,TextComment_CC,2023-06-19,3424,2023-06-21,1,4642
905,TextComment_CC,2023-06-19,3479,2023-06-27,5,15481
906,TextComment_CC,2023-06-20,3803,2023-06-21,1,7094
907,TextComment_CC,2023-06-20,123010,2023-06-21,1,5939
908,TextComment_CC,2023-06-20,6079,2023-06-29,3,7803
909,TextComment_CC,2023-06-21,1025,2023-06-22,1,4392
910,TextComment_CC,2023-06-21,3803,2023-06-22,1,7102
911,TextComment_CC,2023-06-21,1866,2023-06-22,1,6709
912,TextComment_CC,2023-06-21,123010,2023-06-23,1,6004
913,TextComment_CC,2023-06-21,3424,2023-06-29,1,4680
914,TextComment_CC,2023-06-21,14001,2023-07-07,7,11740
915,TextComment_CC,2023-06-22,3427,2023-06-23,1,2508
916,TextComment_CC,2023-06-22,7252,2023-06-29,1,1749
917,TextComment_CC,2023-06-23,123010,2023-06-27,2,6031
918,TextComment_CC,2023-06-26,1866,2023-06-30,2,6739
919,TextComment_CC,2023-06-27,1025,2023-07-05,1,4425
920,TextComment_CC,2023-06-28,522544,2023-07-01,1,7846
921,TextComment_CC,2023-06-28,583875,2023-07-07,1,2973
922,TextComment_CC,2023-06-28,8362,2023-07-13,1,3084
923,TextComment_CC,2023-06-29,3803,2023-06-30,1,7164
924,TextComment_CC,2023-06-29,6079,2023-07-07,3,7833
925,TextComment_CC,2023-06-29,6471,2023-07-12,8,13325
926,TextComment_CC,2023-06-30,1866,2023-07-03,1,6742
927,TextComment_CC,2023-07-01,522544,2023-07-12,6,7955
928,TextComment_CC,2023-07-03,1729,2023-07-04,1,5415
929,TextComment_CC,2023-07-05,1866,2023-07-06,1,6749
930,TextComment_CC,2023-07-06,8597,2023-07-07,1,12927
931,TextComment_CC,2023-07-06,8758,2023-07-10,1,2383
932,TextComment_CC,2023-07-06,1866,2023-07-12,2,6765
933,TextComment_CC,2023-07-07,1729,2023-07-10,1,5441
934,TextComment_CC,2023-07-07,3424,2023-07-12,1,4784
935,TextComment_CC,2023-07-07,1025,2023-07-14,1,4469
936,TextComment_CC,2023-07-10,14001,2023-07-11,1,11776
937,TextComment_CC,2023-07-10,1688,2023-07-12,1,490
