,ACTIVITY,TS,CUSTOMER,ACTIVITY_REPEATED_AT,COUNT_IN_BETWEEN_GS_DEPLOYMENT_ACTIVITY,DEPS
421,TextComment_CC,2022-11-08,2478,2022-11-10,1,6394
422,TextComment_CC,2022-11-08,6953,2022-11-14,2,12266
423,TextComment_CC,2022-11-08,1847,2022-11-22,1,4688
424,TextComment_CC,2022-11-08,6234,2022-11-30,3,9626
425,TextComment_CC,2022-11-08,123024,2022-12-12,1,842
426,TextComment_CC,2022-11-09,6957,2023-02-08,4,3098
427,TextComment_CC,2022-11-10,6315,2022-11-22,1,6458
428,TextComment_CC,2022-11-10,8151,2022-11-23,1,1053
429,TextComment_CC,2022-11-10,6737,2022-12-05,3,12046
430,TextComment_CC,2022-11-10,6742,2022-12-30,1,1884
431,TextComment_CC,2022-11-10,8320,2023-03-28,5,2324
432,TextComment_CC,2022-11-10,3524,2023-04-05,47,8945
433,TextComment_CC,2022-11-10,4421,2023-05-05,1,868
434,TextComment_CC,2022-11-10,5068,2023-05-10,74,13558
435,TextComment_CC,2022-11-10,3422,2023-05-22,63,10659
436,TextComment_CC,2022-11-11,3803,2022-11-14,1,5950
437,TextComment_CC,2022-11-11,8948,2022-11-22,1,10722
438,TextComment_CC,2022-11-14,2478,2022-11-23,2,6445
439,TextComment_CC,2022-11-14,6751,2022-11-23,2,2795
440,TextComment_CC,2022-11-14,3803,2022-12-05,2,6026
441,TextComment_CC,2022-11-14,7396,2023-01-03,1,2167
442,TextComment_CC,2022-11-14,3171,2023-01-04,4,3505
443,TextComment_CC,2022-11-15,123010,2022-11-17,1,3543
444,TextComment_CC,2022-11-15,1025,2022-11-17,1,3346
445,TextComment_CC,2022-11-15,1866,2022-11-18,1,6011
446,TextComment_CC,2022-11-15,6049,2022-11-22,2,49973
447,TextComment_CC,2022-11-16,1729,2022-11-17,1,4289
448,TextComment_CC,2022-11-16,3479,2022-11-18,1,13534
449,TextComment_CC,2022-11-17,1025,2022-11-29,1,3356
450,TextComment_CC,2022-11-18,2458,2023-07-06,8,3521
451,TextComment_CC,2022-11-21,3479,2022-12-02,2,13656
452,TextComment_CC,2022-11-21,8597,2023-05-05,58,12333
453,TextComment_CC,2022-11-21,6568,2023-05-18,34,7739
454,TextComment_CC,2022-11-22,6315,2022-11-28,1,6484
455,TextComment_CC,2022-11-22,8948,2022-11-30,1,10797
456,TextComment_CC,2022-11-22,14001,2022-12-06,3,9565
457,TextComment_CC,2022-11-22,8362,2022-12-08,1,2122
458,TextComment_CC,2022-11-22,6049,2022-12-09,2,51373
459,TextComment_CC,2022-11-22,8421,2022-12-09,1,4450
460,TextComment_CC,2022-11-22,1847,2023-01-06,3,4777
461,TextComment_CC,2022-11-22,5393,2023-02-22,2,2604
462,TextComment_CC,2022-11-23,4273,2022-11-29,1,4258
463,TextComment_CC,2022-11-23,8151,2023-01-09,1,1117
464,TextComment_CC,2022-11-23,3466,2023-05-04,1,694
465,TextComment_CC,2022-11-24,2478,2022-12-01,1,6485
466,TextComment_CC,2022-11-28,3535,2023-02-15,2,1558
467,TextComment_CC,2022-11-28,6315,2023-02-27,17,7068
468,TextComment_CC,2022-11-29,4273,2022-12-08,2,4389
469,TextComment_CC,2022-11-30,1866,2022-12-01,1,6019
470,TextComment_CC,2022-11-30,6953,2022-12-05,1,12338
471,TextComment_CC,2022-11-30,8948,2022-12-05,1,10943
472,TextComment_CC,2022-11-30,6751,2023-01-27,2,3054
473,TextComment_CC,2022-11-30,5635,2023-02-01,2,1990
474,TextComment_CC,2022-11-30,6234,2023-04-13,56,10526
475,TextComment_CC,2022-12-01,6395,2022-12-04,1,11131
476,TextComment_CC,2022-12-01,123010,2022-12-04,1,3726
477,TextComment_CC,2022-12-02,3479,2022-12-16,2,13786
478,TextComment_CC,2022-12-05,7450,2022-12-07,1,1643
479,TextComment_CC,2022-12-05,8948,2022-12-12,1,11068
480,TextComment_CC,2022-12-05,1025,2022-12-21,1,3467
481,TextComment_CC,2022-12-05,1305,2023-01-03,1,2228
482,TextComment_CC,2022-12-05,6737,2023-01-04,4,12263
483,TextComment_CC,2022-12-05,3803,2023-01-10,3,6173
484,TextComment_CC,2022-12-06,14001,2022-12-22,1,9718
485,TextComment_CC,2022-12-07,519505,2022-12-13,1,183
486,TextComment_CC,2022-12-07,6953,2023-01-10,3,12452
487,TextComment_CC,2022-12-07,2927,2023-02-22,5,3477
488,TextComment_CC,2022-12-08,4273,2023-02-27,4,4802
489,TextComment_CC,2022-12-09,6942,2022-12-12,1,3448
490,TextComment_CC,2022-12-09,6049,2023-01-17,5,53975
491,TextComment_CC,2022-12-09,8421,2023-03-17,13,4916
492,TextComment_CC,2022-12-09,1645,2023-05-04,11,3362
493,TextComment_CC,2022-12-12,8948,2022-12-28,2,11302
494,TextComment_CC,2022-12-12,123024,2023-01-17,1,990
495,TextComment_CC,2022-12-12,6942,2023-02-23,2,3719
496,TextComment_CC,2022-12-13,1729,2022-12-15,1,4431
497,TextComment_CC,2022-12-13,2478,2022-12-28,1,6606
498,TextComment_CC,2022-12-13,3721,2023-03-08,2,2310
499,TextComment_CC,2022-12-13,519505,2023-04-14,1,231
500,TextComment_CC,2022-12-13,3460,2023-05-10,3,2580
501,TextComment_CC,2022-12-13,1806,2023-06-01,1,531
502,TextComment_CC,2022-12-14,7721,2023-01-26,6,12272
503,TextComment_CC,2022-12-15,3455,2023-01-31,1,46
504,TextComment_CC,2022-12-16,1729,2022-12-22,1,4415
505,TextComment_CC,2022-12-16,3479,2022-12-29,1,13818
506,TextComment_CC,2022-12-16,3500,2023-01-10,1,1276
507,TextComment_CC,2022-12-21,1866,2022-12-22,1,6073
508,TextComment_CC,2022-12-21,123010,2022-12-28,1,3906
509,TextComment_CC,2022-12-21,1025,2022-12-30,2,3513
510,TextComment_CC,2022-12-21,6119,2023-02-03,6,7277
511,TextComment_CC,2022-12-22,1866,2022-12-27,1,6089
512,TextComment_CC,2022-12-22,3531,2023-02-23,6,4131
513,TextComment_CC,2022-12-24,1729,2022-12-28,1,4460
514,TextComment_CC,2022-12-28,2478,2023-01-03,2,6718
515,TextComment_CC,2022-12-28,14001,2023-01-08,1,9785
516,TextComment_CC,2022-12-28,8948,2023-01-10,1,11476
517,TextComment_CC,2022-12-28,9062,2023-01-27,9,19658
518,TextComment_CC,2022-12-28,6738,2023-05-10,1,1273
519,TextComment_CC,2022-12-29,3479,2023-01-04,1,13855
520,TextComment_CC,2022-12-30,6742,2023-02-01,1,1991
521,TextComment_CC,2022-12-30,3546,2023-02-24,3,2581
522,TextComment_CC,2023-01-03,7396,2023-02-16,1,2333
523,TextComment_CC,2023-01-03,3490,2023-05-10,12,5038
524,TextComment_CC,2023-01-04,1866,2023-01-05,1,6102
525,TextComment_CC,2023-01-04,3479,2023-01-06,1,13909
526,TextComment_CC,2023-01-04,6737,2023-02-01,6,12451
527,TextComment_CC,2023-01-04,3735,2023-03-07,25,9428
528,TextComment_CC,2023-01-04,3514,2023-03-08,1,1190
529,TextComment_CC,2023-01-05,123010,2023-01-10,1,3968
530,TextComment_CC,2023-01-06,1729,2023-01-09,1,4531
531,TextComment_CC,2023-01-06,1847,2023-01-11,1,4854
532,TextComment_CC,2023-01-06,3442,2023-01-17,1,1613
533,TextComment_CC,2023-01-06,6715,2023-02-08,1,3354
534,TextComment_CC,2023-01-08,14001,2023-01-18,2,10019
535,TextComment_CC,2023-01-09,1305,2023-02-03,1,2285
536,TextComment_CC,2023-01-10,1025,2023-01-11,1,3583
537,TextComment_CC,2023-01-10,3803,2023-01-13,1,6223
538,TextComment_CC,2023-01-10,6953,2023-01-16,1,12507
539,TextComment_CC,2023-01-10,1505,2023-01-17,1,35944
540,TextComment_CC,2023-01-10,8948,2023-01-19,2,11749
541,TextComment_CC,2023-01-10,7450,2023-01-19,1,1770
542,TextComment_CC,2023-01-10,2478,2023-01-25,6,6857
543,TextComment_CC,2023-01-10,3427,2023-01-27,1,2345
544,TextComment_CC,2023-01-10,3500,2023-02-08,2,1313
545,TextComment_CC,2023-01-10,3491,2023-02-16,12,13160
546,TextComment_CC,2023-01-10,7282,2023-03-17,2,1335
547,TextComment_CC,2023-01-10,6502,2023-04-03,2,1352
548,TextComment_CC,2023-01-10,6074,2023-04-05,1,1292
549,TextComment_CC,2023-01-10,2500,2023-04-10,64,18396
550,TextComment_CC,2023-01-10,6079,2023-05-05,37,7396
551,TextComment_CC,2023-01-10,7416,2023-05-10,1,700
552,TextComment_CC,2023-01-10,3493,2023-05-10,3,1448
553,TextComment_CC,2023-01-11,1847,2023-02-13,3,5007
554,TextComment_CC,2023-01-11,6193,2023-03-29,19,6129
555,TextComment_CC,2023-01-12,3479,2023-01-16,2,14038
556,TextComment_CC,2023-01-12,1866,2023-01-16,1,6135
557,TextComment_CC,2023-01-12,3471,2023-01-26,1,1201
558,TextComment_CC,2023-01-16,6953,2023-01-27,5,12619
559,TextComment_CC,2023-01-16,4827,2023-01-31,1,1500
560,TextComment_CC,2023-01-17,6612,2023-01-19,1,1170
561,TextComment_CC,2023-01-17,123010,2023-01-26,1,4166
562,TextComment_CC,2023-01-17,6049,2023-02-13,24,56075
563,TextComment_CC,2023-01-17,1505,2023-04-28,85,37814
564,TextComment_CC,2023-01-18,14001,2023-01-26,2,10115
565,TextComment_CC,2023-01-18,8362,2023-02-16,1,2322
566,TextComment_CC,2023-01-19,3479,2023-01-24,1,14043
567,TextComment_CC,2023-01-19,1866,2023-01-25,1,6163
568,TextComment_CC,2023-01-19,8948,2023-02-09,6,12056
569,TextComment_CC,2023-01-24,3479,2023-01-31,5,14112
570,TextComment_CC,2023-01-24,3442,2023-02-21,1,1682
571,TextComment_CC,2023-01-25,2478,2023-02-01,3,6876
572,TextComment_CC,2023-01-25,7362,2023-04-11,1,1003
573,TextComment_CC,2023-01-25,562312,2023-06-19,1,10
574,TextComment_CC,2023-01-26,123010,2023-01-27,1,4215
575,TextComment_CC,2023-01-26,1866,2023-01-30,1,6197
576,TextComment_CC,2023-01-26,3803,2023-02-01,1,6284
577,TextComment_CC,2023-01-26,6612,2023-02-08,1,1182
578,TextComment_CC,2023-01-26,14001,2023-02-13,11,10315
579,TextComment_CC,2023-01-26,7721,2023-03-24,32,13119
580,TextComment_CC,2023-01-26,2389,2023-04-19,1,801
581,TextComment_CC,2023-01-27,123010,2023-02-02,1,4294
582,TextComment_CC,2023-01-27,6953,2023-02-03,2,12686
583,TextComment_CC,2023-01-27,9062,2023-02-08,8,19888
584,TextComment_CC,2023-01-27,6751,2023-05-11,3,3238
585,TextComment_CC,2023-01-28,7799,2023-02-07,6,5785
586,TextComment_CC,2023-01-29,2411,2023-03-22,4,4394
587,TextComment_CC,2023-01-30,1866,2023-01-31,1,6206
588,TextComment_CC,2023-01-30,6770,2023-05-10,1,1259
589,TextComment_CC,2023-01-31,3479,2023-02-14,10,14214
590,TextComment_CC,2023-02-01,1866,2023-02-02,1,6224
591,TextComment_CC,2023-02-01,2478,2023-02-13,6,6935
592,TextComment_CC,2023-02-01,6737,2023-03-01,11,12596
593,TextComment_CC,2023-02-02,8758,2023-02-07,1,1918
594,TextComment_CC,2023-02-02,7450,2023-02-14,1,1825
595,TextComment_CC,2023-02-03,1866,2023-02-06,1,6229
596,TextComment_CC,2023-02-03,3803,2023-02-06,1,6296
597,TextComment_CC,2023-02-03,6953,2023-02-06,2,12691
598,TextComment_CC,2023-02-03,6119,2023-02-14,2,7387
599,TextComment_CC,2023-02-06,6953,2023-02-07,1,12694
600,TextComment_CC,2023-02-06,1866,2023-02-10,2,6253
601,TextComment_CC,2023-02-07,6951,2023-02-08,1,20792
602,TextComment_CC,2023-02-07,3803,2023-02-08,1,6311
603,TextComment_CC,2023-02-07,1305,2023-02-23,1,2314
604,TextComment_CC,2023-02-07,7799,2023-02-27,1,5865
605,TextComment_CC,2023-02-07,1485,2023-04-10,7,5434
606,TextComment_CC,2023-02-08,3803,2023-02-09,1,6316
607,TextComment_CC,2023-02-08,123010,2023-02-13,1,4378
608,TextComment_CC,2023-02-08,6951,2023-02-15,6,20975
609,TextComment_CC,2023-02-08,6953,2023-02-15,4,12756
610,TextComment_CC,2023-02-08,9062,2023-03-04,22,20526
611,TextComment_CC,2023-02-08,1928,2023-03-10,7,6795
612,TextComment_CC,2023-02-08,3884,2023-03-24,4,2691
613,TextComment_CC,2023-02-08,6715,2023-04-14,4,3685
614,TextComment_CC,2023-02-08,6957,2023-04-27,2,2615
615,TextComment_CC,2023-02-09,8948,2023-02-13,3,12193
616,TextComment_CC,2023-02-09,3803,2023-02-16,1,6317
617,TextComment_CC,2023-02-09,5635,2023-03-10,2,2053
618,TextComment_CC,2023-02-09,3500,2023-04-13,2,1389
619,TextComment_CC,2023-02-09,8151,2023-04-28,1,1132
620,TextComment_CC,2023-02-10,1866,2023-02-14,1,6266
621,TextComment_CC,2023-02-13,8948,2023-02-14,1,12226
622,TextComment_CC,2023-02-13,2478,2023-02-17,1,6979
623,TextComment_CC,2023-02-13,14001,2023-02-27,6,10433
624,TextComment_CC,2023-02-13,6049,2023-03-15,30,58194
625,TextComment_CC,2023-02-13,3563,2023-06-21,1,421
626,TextComment_CC,2023-02-14,3479,2023-02-20,4,14248
627,TextComment_CC,2023-02-14,6119,2023-03-21,15,7704
628,TextComment_CC,2023-02-14,6742,2023-07-14,6,2196
629,TextComment_CC,2023-02-15,6953,2023-02-16,1,12764
630,TextComment_CC,2023-02-15,8948,2023-02-21,3,12322
631,TextComment_CC,2023-02-15,1866,2023-02-21,1,6283
632,TextComment_CC,2023-02-15,6951,2023-03-01,13,21276
633,TextComment_CC,2023-02-15,3535,2023-05-05,2,2195
634,TextComment_CC,2023-02-16,6471,2023-03-07,10,11623
635,TextComment_CC,2023-02-16,2521,2023-03-21,1,870
636,TextComment_CC,2023-02-16,3491,2023-05-05,47,14379
637,TextComment_CC,2023-02-17,3803,2023-02-20,1,6362
638,TextComment_CC,2023-02-17,6612,2023-02-24,1,1192
639,TextComment_CC,2023-02-17,8758,2023-03-06,2,2003
640,TextComment_CC,2023-02-17,2478,2023-03-27,13,7259
641,TextComment_CC,2023-02-20,3479,2023-02-23,1,14241
642,TextComment_CC,2023-02-20,3803,2023-02-24,1,6364
643,TextComment_CC,2023-02-21,1729,2023-02-23,1,4727
644,TextComment_CC,2023-02-21,8948,2023-02-23,1,12389
645,TextComment_CC,2023-02-21,6953,2023-02-23,1,12779
646,TextComment_CC,2023-02-21,123010,2023-02-25,3,4570
647,TextComment_CC,2023-02-22,5393,2023-07-06,4,2952
648,TextComment_CC,2023-02-23,1866,2023-02-27,1,6297
649,TextComment_CC,2023-02-23,6953,2023-02-27,1,12802
650,TextComment_CC,2023-02-23,3479,2023-03-21,17,14438
651,TextComment_CC,2023-02-23,3531,2023-03-21,2,4236
652,TextComment_CC,2023-02-23,7396,2023-04-03,1,2775
653,TextComment_CC,2023-02-23,3504,2023-05-05,32,9417
654,TextComment_CC,2023-02-24,8948,2023-02-27,2,12491
655,TextComment_CC,2023-02-24,2560,2023-04-05,1,1835
656,TextComment_CC,2023-02-24,3546,2023-04-25,1,2612
657,TextComment_CC,2023-02-24,6228,2023-06-20,2,1077
658,TextComment_CC,2023-02-27,6953,2023-03-01,1,12802
659,TextComment_CC,2023-02-27,8948,2023-03-02,3,12578
660,TextComment_CC,2023-02-27,7799,2023-03-03,1,5999
661,TextComment_CC,2023-02-27,4273,2023-03-03,1,4829
662,TextComment_CC,2023-02-27,8362,2023-03-08,1,2481
663,TextComment_CC,2023-02-27,123010,2023-03-12,2,4779
664,TextComment_CC,2023-02-27,14001,2023-03-13,8,10559
665,TextComment_CC,2023-02-27,6315,2023-03-21,5,7219
666,TextComment_CC,2023-02-27,3510,2023-05-05,1,2029
667,TextComment_CC,2023-02-27,8721,2023-05-05,4,4830
668,TextComment_CC,2023-02-27,1625,2023-05-08,1,1924
669,TextComment_CC,2023-02-28,2927,2023-03-10,1,3576
670,TextComment_CC,2023-02-28,5699,2023-05-10,2,3804
671,TextComment_CC,2023-03-01,6953,2023-03-02,1,12828
672,TextComment_CC,2023-03-01,6951,2023-03-10,9,21533
673,TextComment_CC,2023-03-01,6737,2023-04-06,15,12647
674,TextComment_CC,2023-03-02,6953,2023-03-03,1,12835
675,TextComment_CC,2023-03-02,8948,2023-03-06,1,12649
676,TextComment_CC,2023-03-03,3803,2023-03-06,1,6447
677,TextComment_CC,2023-03-03,6953,2023-03-06,1,12839
678,TextComment_CC,2023-03-03,4273,2023-04-24,5,5061
679,TextComment_CC,2023-03-03,7799,2023-05-10,11,6403
680,TextComment_CC,2023-03-06,6953,2023-03-08,2,12846
681,TextComment_CC,2023-03-06,8948,2023-03-08,2,12713
682,TextComment_CC,2023-03-06,3803,2023-03-08,1,6464
683,TextComment_CC,2023-03-07,1866,2023-03-08,1,6341
684,TextComment_CC,2023-03-07,3735,2023-03-09,2,9485
685,TextComment_CC,2023-03-07,6471,2023-03-17,5,11824
686,TextComment_CC,2023-03-07,1025,2023-03-21,1,3823
687,TextComment_CC,2023-03-08,3803,2023-03-09,1,6489
688,TextComment_CC,2023-03-08,6953,2023-03-10,1,12857
689,TextComment_CC,2023-03-08,8948,2023-03-13,2,12814
690,TextComment_CC,2023-03-08,1866,2023-03-23,3,6368
691,TextComment_CC,2023-03-08,3514,2023-04-25,2,1206
692,TextComment_CC,2023-03-09,1305,2023-03-10,1,2364
693,TextComment_CC,2023-03-09,3735,2023-03-10,1,9500
694,TextComment_CC,2023-03-10,1729,2023-03-15,1,4790
695,TextComment_CC,2023-03-10,1928,2023-03-21,5,6915
696,TextComment_CC,2023-03-10,6953,2023-03-27,7,12934
697,TextComment_CC,2023-03-10,2927,2023-03-29,4,3678
698,TextComment_CC,2023-03-10,6951,2023-03-30,17,21965
699,TextComment_CC,2023-03-10,3735,2023-05-05,27,10297
700,TextComment_CC,2023-03-13,1305,2023-03-20,1,2380
701,TextComment_CC,2023-03-13,3803,2023-03-21,2,6549
702,TextComment_CC,2023-03-13,8948,2023-04-06,13,13336
703,TextComment_CC,2023-03-13,14001,2023-04-11,17,10940
704,TextComment_CC,2023-03-14,123010,2023-03-28,2,4951
705,TextComment_CC,2023-03-15,6049,2023-03-23,8,58864
706,TextComment_CC,2023-03-17,1729,2023-03-22,1,4832
707,TextComment_CC,2023-03-17,8421,2023-04-12,3,5023
708,TextComment_CC,2023-03-17,3339,2023-05-05,11,6260
709,TextComment_CC,2023-03-17,6471,2023-05-05,30,12442
710,TextComment_CC,2023-03-17,7282,2023-05-10,1,1524
711,TextComment_CC,2023-03-21,1928,2023-03-30,3,6992
712,TextComment_CC,2023-03-21,2521,2023-04-10,1,907
713,TextComment_CC,2023-03-21,6315,2023-04-11,8,7383
714,TextComment_CC,2023-03-21,3442,2023-04-21,2,1820
715,TextComment_CC,2023-03-21,3479,2023-05-10,31,14840
716,TextComment_CC,2023-03-21,3492,2023-06-02,5,5043
717,TextComment_CC,2023-03-21,3531,2023-06-07,7,4610
718,TextComment_CC,2023-03-22,3803,2023-03-27,1,6552
719,TextComment_CC,2023-03-22,6952,2023-05-05,19,11239
720,TextComment_CC,2023-03-22,6634,2023-05-10,1,2240
721,TextComment_CC,2023-03-23,6049,2023-03-27,4,59162
722,TextComment_CC,2023-03-23,1866,2023-03-27,1,6387
723,TextComment_CC,2023-03-24,7721,2023-04-04,6,13285
724,TextComment_CC,2023-03-24,520413,2023-05-05,42,27992
725,TextComment_CC,2023-03-27,1025,2023-03-28,1,3900
726,TextComment_CC,2023-03-27,1729,2023-03-29,1,4834
727,TextComment_CC,2023-03-27,2478,2023-03-31,1,7264
728,TextComment_CC,2023-03-27,6049,2023-04-03,7,59615
729,TextComment_CC,2023-03-27,6953,2023-04-03,4,12962
730,TextComment_CC,2023-03-28,8320,2023-04-26,1,2335
731,TextComment_CC,2023-03-28,583875,2023-05-05,1,1878
732,TextComment_CC,2023-03-29,2927,2023-05-10,1,3734
733,TextComment_CC,2023-03-30,1928,2023-05-05,16,7368
734,TextComment_CC,2023-03-30,6951,2023-05-10,38,22889
735,TextComment_CC,2023-03-31,1866,2023-04-03,1,6426
736,TextComment_CC,2023-03-31,1729,2023-04-06,1,4862
737,TextComment_CC,2023-03-31,123010,2023-04-08,2,5021
738,TextComment_CC,2023-03-31,6942,2023-04-10,1,3891
739,TextComment_CC,2023-03-31,2478,2023-05-02,12,7449
740,TextComment_CC,2023-04-03,6049,2023-04-12,9,60202
741,TextComment_CC,2023-04-03,7396,2023-05-15,4,3072
742,TextComment_CC,2023-04-03,5231,2023-06-22,1,319
743,TextComment_CC,2023-04-04,1866,2023-04-05,1,6434
744,TextComment_CC,2023-04-04,7721,2023-04-10,6,13361
745,TextComment_CC,2023-04-04,6953,2023-04-19,6,13064
746,TextComment_CC,2023-04-04,6502,2023-06-08,1,1421
747,TextComment_CC,2023-04-05,3803,2023-04-08,1,6641
748,TextComment_CC,2023-04-05,1025,2023-04-27,2,4075
749,TextComment_CC,2023-04-06,8758,2023-04-09,1,2120
750,TextComment_CC,2023-04-06,1866,2023-04-10,1,6449
751,TextComment_CC,2023-04-06,6737,2023-04-12,3,12647
752,TextComment_CC,2023-04-06,8948,2023-04-13,2,13553
753,TextComment_CC,2023-04-07,7252,2023-04-27,2,1703
754,TextComment_CC,2023-04-08,3803,2023-04-10,1,6651
755,TextComment_CC,2023-04-10,3803,2023-04-13,1,6667
756,TextComment_CC,2023-04-10,6942,2023-04-17,2,3890
757,TextComment_CC,2023-04-10,7721,2023-04-17,5,13479
758,TextComment_CC,2023-04-10,2500,2023-05-08,23,19007
759,TextComment_CC,2023-04-10,1485,2023-05-11,6,5549
760,TextComment_CC,2023-04-11,1729,2023-04-13,1,4904
761,TextComment_CC,2023-04-11,6315,2023-04-25,2,7459
762,TextComment_CC,2023-04-11,14001,2023-05-10,16,11276
763,TextComment_CC,2023-04-12,8421,2023-04-21,1,5054
764,TextComment_CC,2023-04-12,6049,2023-05-05,23,62073
765,TextComment_CC,2023-04-12,6737,2023-05-05,14,12577
766,TextComment_CC,2023-04-12,8362,2023-05-09,1,2716
767,TextComment_CC,2023-04-13,8948,2023-04-17,1,13586
768,TextComment_CC,2023-04-13,3803,2023-04-20,1,6688
769,TextComment_CC,2023-04-13,560308,2023-05-10,1,2658
770,TextComment_CC,2023-04-13,6234,2023-06-23,41,11100
771,TextComment_CC,2023-04-13,2644,2023-07-12,1,1850
772,TextComment_CC,2023-04-14,3438,2023-04-19,1,617
773,TextComment_CC,2023-04-14,6715,2023-04-21,1,3707
774,TextComment_CC,2023-04-14,1866,2023-04-24,2,6508
775,TextComment_CC,2023-04-14,123010,2023-04-28,4,5277
776,TextComment_CC,2023-04-17,6942,2023-04-26,1,3923
777,TextComment_CC,2023-04-17,8948,2023-04-28,8,13866
778,TextComment_CC,2023-04-17,7721,2023-05-10,20,13980
779,TextComment_CC,2023-04-19,6953,2023-05-04,10,13224
780,TextComment_CC,2023-04-20,3803,2023-04-21,1,6729
781,TextComment_CC,2023-04-21,6465,2023-04-24,1,2731
782,TextComment_CC,2023-04-21,3803,2023-05-01,4,6782
783,TextComment_CC,2023-04-24,1866,2023-04-28,2,6530
784,TextComment_CC,2023-04-24,4273,2023-05-05,3,5102
785,TextComment_CC,2023-04-24,3884,2023-05-16,2,2867
786,TextComment_CC,2023-04-25,6315,2023-05-01,4,7510
787,TextComment_CC,2023-04-25,5635,2023-05-24,1,2075
788,TextComment_CC,2023-04-26,6942,2023-04-28,1,3935
789,TextComment_CC,2023-04-26,8320,2023-05-24,1,2373
790,TextComment_CC,2023-04-27,2579,2023-05-09,1,164
791,TextComment_CC,2023-04-28,8948,2023-05-01,1,13867
792,TextComment_CC,2023-04-28,1505,2023-05-05,7,38036
793,TextComment_CC,2023-04-28,123010,2023-05-05,1,5423
794,TextComment_CC,2023-04-28,6715,2023-05-10,2,3755
795,TextComment_CC,2023-04-28,1085,2023-06-20,3,5037
796,TextComment_CC,2023-05-01,8948,2023-05-10,6,14081
797,TextComment_CC,2023-05-01,1025,2023-05-25,3,4130
798,TextComment_CC,2023-05-01,6315,2023-06-15,20,7697
799,TextComment_CC,2023-05-02,1729,2023-05-03,1,5004
800,TextComment_CC,2023-05-02,6465,2023-05-31,1,2892
801,TextComment_CC,2023-05-04,6953,2023-05-05,1,13306
802,TextComment_CC,2023-05-04,1866,2023-05-10,1,6570
803,TextComment_CC,2023-05-05,1729,2023-05-09,2,5042
804,TextComment_CC,2023-05-05,1505,2023-05-10,4,38112
805,TextComment_CC,2023-05-05,4273,2023-05-10,1,5120
806,TextComment_CC,2023-05-05,3504,2023-05-10,1,9458
807,TextComment_CC,2023-05-05,6049,2023-05-10,5,62275
808,TextComment_CC,2023-05-05,6737,2023-05-10,1,12565
809,TextComment_CC,2023-05-05,520413,2023-05-10,5,28463
810,TextComment_CC,2023-05-05,6952,2023-05-10,3,11351
811,TextComment_CC,2023-05-05,3735,2023-05-10,4,10394
812,TextComment_CC,2023-05-05,8597,2023-05-10,2,12366
813,TextComment_CC,2023-05-05,6471,2023-05-10,4,12535
814,TextComment_CC,2023-05-05,6953,2023-05-10,5,13360
815,TextComment_CC,2023-05-05,8978,2023-05-11,4,9235
816,TextComment_CC,2023-05-05,6466,2023-05-24,1,545
817,TextComment_CC,2023-05-05,2478,2023-06-01,9,7549
818,TextComment_CC,2023-05-05,1585,2023-06-12,2,2369
819,TextComment_CC,2023-05-05,1928,2023-06-12,10,7668
820,TextComment_CC,2023-05-05,6079,2023-06-19,15,7755
821,TextComment_CC,2023-05-05,3491,2023-07-13,45,16491
822,TextComment_CC,2023-05-08,3803,2023-05-09,1,6836
823,TextComment_CC,2023-05-08,2500,2023-05-18,9,19129
824,TextComment_CC,2023-05-09,3803,2023-05-10,1,6836
825,TextComment_CC,2023-05-09,3535,2023-05-12,1,2404
826,TextComment_CC,2023-05-10,6049,2023-05-11,1,62434
827,TextComment_CC,2023-05-10,520413,2023-05-11,1,28660
828,TextComment_CC,2023-05-10,3504,2023-05-11,1,9492
829,TextComment_CC,2023-05-10,6612,2023-05-11,1,1222
830,TextComment_CC,2023-05-10,2927,2023-05-11,1,3914
831,TextComment_CC,2023-05-10,1729,2023-05-13,1,5072
832,TextComment_CC,2023-05-10,8597,2023-05-24,11,12515
833,TextComment_CC,2023-05-10,8721,2023-05-30,1,4993
834,TextComment_CC,2023-05-10,6737,2023-05-30,9,12755
835,TextComment_CC,2023-05-10,6952,2023-05-31,12,11735
836,TextComment_CC,2023-05-10,7799,2023-05-31,3,6598
837,TextComment_CC,2023-05-10,6634,2023-06-01,1,2315
838,TextComment_CC,2023-05-10,3479,2023-06-12,21,15231
839,TextComment_CC,2023-05-10,3424,2023-06-12,4,4558
840,TextComment_CC,2023-05-10,3490,2023-06-13,3,5189
841,TextComment_CC,2023-05-10,3969,2023-07-14,2,1370
842,TextComment_CC,2023-05-11,6049,2023-05-12,1,62576
843,TextComment_CC,2023-05-11,123010,2023-05-15,1,5515
844,TextComment_CC,2023-05-11,1866,2023-05-22,1,6609
845,TextComment_CC,2023-05-11,8948,2023-05-31,10,14504
846,TextComment_CC,2023-05-11,6953,2023-05-31,15,13664
847,TextComment_CC,2023-05-11,583875,2023-06-14,1,2515
848,TextComment_CC,2023-05-11,14001,2023-06-21,20,11677
849,TextComment_CC,2023-05-11,6471,2023-06-29,26,13143
850,TextComment_CC,2023-05-12,3803,2023-05-15,1,6872
851,TextComment_CC,2023-05-12,3427,2023-05-23,1,2424
852,TextComment_CC,2023-05-12,6049,2023-06-08,27,64784
853,TextComment_CC,2023-05-15,3803,2023-05-17,2,6902
854,TextComment_CC,2023-05-15,6942,2023-05-24,2,3943
855,TextComment_CC,2023-05-15,123010,2023-05-24,5,5627
